Index,State,Year,Population,Studio,One Bedroom,Two Bedroom,Three Bedroom,Four Bedroom,Studio_Percent_Change,One_Bedroom_Percent_Change,Two_Bedroom_Percent_Change,Three_Bedroom_Percent_Change,Four_Bedroom_Percent_Change
1,AK,2018,24490.724137931036,842.8620689655172,948.8620689655172,1183.5862068965516,1575.896551724138,1848.1724137931035,-0.5735437683045963,-0.9003493355421943,-1.4272996180465847,-1.0543864207153364,-1.1672505992992743
2,AK,2019,24490.724137931036,863.9655172413793,977.3103448275862,1221.3793103448277,1623.9310344827586,1866.0344827586207,2.5037843145276906,2.998146600283458,3.193101037175161,3.0480733463162712,0.9664720040300834
3,AK,2020,25467.931034482757,902.2413793103449,1022.2413793103449,1276.0344827586207,1696.0,1926.3103448275863,4.430253442426668,4.597417260602654,4.474872953133824,4.437932645347598,3.2301579968585514
4,AK,2021,25467.931034482757,850.9655172413793,951.2758620689655,1200.1379310344828,1582.7241379310344,1815.3793103448277,-5.6831645327728,-6.942148760330591,-5.947844885826237,-6.679001301236176,-5.758731181640798
5,AK,2022,25467.931034482757,864.448275862069,962.6551724137931,1236.448275862069,1619.8275862068965,1890.344827586207,1.5844071642758806,1.1962156088012543,3.02551430870015,2.344277653107918,4.129468525623969
6,AK,2023,24566.333333333332,928.6,1020.2666666666667,1316.6333333333334,1725.4,2000.7333333333333,7.421117715106318,5.984644959463159,6.4851121584813765,6.51750931346462,5.839596254408352
7,AK,2024,24566.333333333332,1014.2,1125.3333333333333,1421.7,1868.7333333333333,2159.1666666666665,9.218177902218393,10.29796131730265,7.9799488594647805,8.307252424558541,7.918763120189265
9,AL,2018,71339.34328358209,519.1194029850747,554.0746268656717,682.0597014925373,911.7164179104477,1050.6119402985075,-0.9257676750413113,-0.8493362890948264,-1.4662124283065237,-1.9376484941886596,-1.1223486444725372
10,AL,2019,71339.34328358209,530.2985074626865,569.6119402985074,697.5373134328358,925.3134328358209,1068.134328358209,2.1534745982001446,2.8041914715944083,2.269245918858598,1.491364492101166,1.6678268528647067
11,AL,2020,72399.62686567164,533.8955223880597,575.8656716417911,700.6417910447761,924.2537313432836,1064.8955223880596,0.67830002814524,1.0978933025888482,0.4450625869262925,-0.11452351764630331,-0.30322084817998585
12,AL,2021,72399.62686567164,548.2835820895523,591.9850746268656,725.820895522388,949.5074626865671,1094.6268656716418,2.694920466299533,2.799160251924415,3.5937200434569494,2.7323375050464227,2.7919493188316435
13,AL,2022,72399.62686567164,586.0746268656717,627.8358208955224,773.8059701492538,1004.8059701492538,1154.5223880597016,6.89260922825643,6.056021985225524,6.611145383508132,5.823914991275925,5.471775293155168
14,AL,2023,73032.62686567164,637.1044776119403,681.6119402985074,839.1492537313433,1085.1641791044776,1243.4328358208954,8.707056816156044,8.565315583026267,8.444401581637573,7.997385698582926,7.701058782464787
15,AL,2024,73032.62686567164,735.0895522388059,787.6268656716418,968.8507462686567,1251.0,1436.2686567164178,15.379749800871467,15.553560479985995,15.456307916688905,15.282095012791231,15.508342335854032
17,AR,2018,38878.90666666667,489.85333333333335,522.0666666666667,667.1066666666667,888.4666666666667,1016.3333333333334,2.058447691538423,2.4919508939088564,2.5518570140198538,2.0209752736737308,2.1659585304722118
18,AR,2019,38878.90666666667,500.84,539.2133333333334,686.4666666666667,908.0133333333333,1051.0,2.242848199461056,3.2843825820457084,2.9020846241480713,2.2000450213851552,3.4109544112823853
19,AR,2020,39706.0,493.2,532.9733333333334,671.7733333333333,888.5066666666667,1031.9466666666667,-1.5254372653941362,-1.157241413417076,-2.1404292512382295,-2.1482797609433057,-1.8128766254360884
20,AR,2021,39706.0,515.9466666666667,553.8533333333334,697.3066666666666,920.2933333333333,1065.1466666666668,4.612057312787243,3.9176444099767282,3.800885219220773,3.577538341486841,3.217220528192666
