Index,Year,State,County,Population,Studio,One Bedroom,Two Bedroom,Three Bedroom,Four Bedroom
1791,2024,ME,Waldo County,3985,886.0,892.0,1160.0,1431.0,1606.0
1792,2024,ME,Washington County,1346,669.0,751.0,987.0,1371.0,1453.0
1793,2024,ME,Washington County,488,669.0,751.0,987.0,1371.0,1453.0
1794,2024,ME,Washington County,1510,669.0,751.0,987.0,1371.0,1453.0
1795,2024,ME,Washington County,254,669.0,751.0,987.0,1371.0,1453.0
1796,2024,ME,Washington County,414,669.0,751.0,987.0,1371.0,1453.0
1797,2024,ME,Washington County,25,669.0,751.0,987.0,1371.0,1453.0
1798,2024,ME,Washington County,3011,669.0,751.0,987.0,1371.0,1453.0
1799,2024,ME,Washington County,401,669.0,751.0,987.0,1371.0,1453.0
1800,2024,ME,Washington County,822,669.0,751.0,987.0,1371.0,1453.0
1801,2024,ME,Washington County,16,669.0,751.0,987.0,1371.0,1453.0
1802,2024,ME,Washington County,449,669.0,751.0,987.0,1371.0,1453.0
1803,2024,ME,Washington County,425,669.0,751.0,987.0,1371.0,1453.0
1804,2024,ME,Washington County,141,669.0,751.0,987.0,1371.0,1453.0
1805,2024,ME,Washington County,56,669.0,751.0,987.0,1371.0,1453.0
1806,2024,ME,Washington County,609,669.0,751.0,987.0,1371.0,1453.0
1807,2024,ME,Washington County,673,669.0,751.0,987.0,1371.0,1453.0
1808,2024,ME,Washington County,28,669.0,751.0,987.0,1371.0,1453.0
1809,2024,ME,Washington County,231,669.0,751.0,987.0,1371.0,1453.0
1810,2024,ME,Washington County,625,669.0,751.0,987.0,1371.0,1453.0
1811,2024,ME,Washington County,1307,669.0,751.0,987.0,1371.0,1453.0
1812,2024,ME,Washington County,1300,669.0,751.0,987.0,1371.0,1453.0
1813,2024,ME,Washington County,230,669.0,751.0,987.0,1371.0,1453.0
1814,2024,ME,Washington County,933,669.0,751.0,987.0,1371.0,1453.0
1815,2024,ME,Washington County,723,669.0,751.0,987.0,1371.0,1453.0
1816,2024,ME,Washington County,1162,669.0,751.0,987.0,1371.0,1453.0
1817,2024,ME,Washington County,1317,669.0,751.0,987.0,1371.0,1453.0
1818,2024,ME,Washington County,2085,669.0,751.0,987.0,1371.0,1453.0
1819,2024,ME,Washington County,1008,669.0,751.0,987.0,1371.0,1453.0
1820,2024,ME,Washington County,527,669.0,751.0,987.0,1371.0,1453.0
1821,2024,ME,Washington County,140,669.0,751.0,987.0,1371.0,1453.0
1822,2024,ME,Washington County,1479,669.0,751.0,987.0,1371.0,1453.0
1823,2024,ME,Washington County,281,669.0,751.0,987.0,1371.0,1453.0
1824,2024,ME,Washington County,484,669.0,751.0,987.0,1371.0,1453.0
1825,2024,ME,Washington County,710,669.0,751.0,987.0,1371.0,1453.0
1826,2024,ME,Washington County,600,669.0,751.0,987.0,1371.0,1453.0
1827,2024,ME,Washington County,898,669.0,751.0,987.0,1371.0,1453.0
1828,2024,ME,Washington County,699,669.0,751.0,987.0,1371.0,1453.0
1829,2024,ME,Washington County,654,669.0,751.0,987.0,1371.0,1453.0
1830,2024,ME,Washington County,596,669.0,751.0,987.0,1371.0,1453.0
1831,2024,ME,Washington County,318,669.0,751.0,987.0,1371.0,1453.0
1832,2024,ME,Washington County,1199,669.0,751.0,987.0,1371.0,1453.0
1833,2024,ME,Washington County,41,669.0,751.0,987.0,1371.0,1453.0
1834,2024,ME,Washington County,195,669.0,751.0,987.0,1371.0,1453.0
1835,2024,ME,Washington County,166,669.0,751.0,987.0,1371.0,1453.0
1836,2024,ME,Washington County,50,669.0,751.0,987.0,1371.0,1453.0
1837,2024,ME,Washington County,146,669.0,751.0,987.0,1371.0,1453.0
1838,2024,ME,Washington County,464,669.0,751.0,987.0,1371.0,1453.0
1839,2024,ME,Washington County,142,669.0,751.0,987.0,1371.0,1453.0
1840,2024,ME,York County,2604,1023.0,1136.0,1416.0,1853.0,2033.0
1841,2024,ME,York County,3117,1023.0,1136.0,1416.0,1853.0,2033.0
1842,2024,ME,York County,4338,1023.0,1136.0,1416.0,1853.0,2033.0
1843,2024,ME,York County,7795,1150.0,1292.0,1697.0,2232.0,2880.0
1844,2024,ME,York County,21502,1023.0,1136.0,1416.0,1853.0,2033.0
1845,2024,ME,York County,8289,1319.0,1512.0,1946.0,2418.0,2742.0
1846,2024,ME,York County,1401,1023.0,1136.0,1416.0,1853.0,2033.0
1847,2024,ME,York County,2103,1023.0,1136.0,1416.0,1853.0,2033.0
1848,2024,ME,York County,6767,1150.0,1292.0,1697.0,2232.0,2880.0
1849,2024,ME,York County,4685,1319.0,1512.0,1946.0,2418.0,2742.0
1850,2024,ME,York County,11536,1023.0,1136.0,1416.0,1853.0,2033.0
1851,2024,ME,York County,3627,1023.0,1136.0,1416.0,1853.0,2033.0
1852,2024,ME,York County,9785,1150.0,1292.0,1697.0,2232.0,2880.0
1853,2024,ME,York County,6324,1023.0,1136.0,1416.0,1853.0,2033.0
1854,2024,ME,York County,3005,1023.0,1136.0,1416.0,1853.0,2033.0
1855,2024,ME,York County,3876,1319.0,1512.0,1946.0,2418.0,2742.0
1856,2024,ME,York County,4479,1023.0,1136.0,1416.0,1853.0,2033.0
1857,2024,ME,York County,1586,1023.0,1136.0,1416.0,1853.0,2033.0
1858,2024,ME,York County,4710,1023.0,1136.0,1416.0,1853.0,2033.0
1859,2024,ME,York County,1110,1023.0,1136.0,1416.0,1853.0,2033.0
1860,2024,ME,York County,8952,1319.0,1512.0,1946.0,2418.0,2742.0
1861,2024,ME,York County,1737,1023.0,1136.0,1416.0,1853.0,2033.0
1862,2024,ME,York County,19716,1023.0,1136.0,1416.0,1853.0,2033.0
1863,2024,ME,York County,21166,1023.0,1136.0,1416.0,1853.0,2033.0
1864,2024,ME,York County,2742,1023.0,1136.0,1416.0,1853.0,2033.0
1865,2024,ME,York County,7531,1150.0,1292.0,1697.0,2232.0,2880.0
1866,2024,ME,York County,7900,1023.0,1136.0,1416.0,1853.0,2033.0
1867,2024,ME,York County,10530,1023.0,1136.0,1416.0,1853.0,2033.0
1868,2024,ME,York County,13161,1150.0,1292.0,1697.0,2232.0,2880.0
1869,2024,MD,Allegany County,71002,624.0,736.0,920.0,1186.0,1453.0
1870,2024,MD,Anne Arundel County,575421,1379.0,1582.0,1943.0,2519.0,2849.0
1871,2024,MD,Baltimore County,828193,1379.0,1582.0,1943.0,2519.0,2849.0
1872,2024,MD,Calvert County,92094,1772.0,1803.0,2045.0,2544.0,3015.0
1873,2024,MD,Caroline County,33260,931.0,938.0,1232.0,1669.0,2058.0
1874,2024,MD,Carroll County,168233,1379.0,1582.0,1943.0,2519.0,2849.0
1875,2024,MD,Cecil County,102889,1303.0,1451.0,1737.0,2100.0,2422.0
1876,2024,MD,Charles County,161448,1772.0,1803.0,2045.0,2544.0,3015.0
1877,2024,MD,Dorchester County,31994,890.0,896.0,1121.0,1580.0,1902.0
1878,2024,MD,Frederick County,255955,1772.0,1803.0,2045.0,2544.0,3015.0
1879,2024,MD,Garrett County,29155,785.0,795.0,905.0,1275.0,1536.0
1880,2024,MD,Harford County,253736,1379.0,1582.0,1943.0,2519.0,2849.0
1881,2024,MD,Howard County,322407,1379.0,1582.0,1943.0,2519.0,2849.0
1882,2024,MD,Kent County,19456,1100.0,1111.0,1269.0,1699.0,2153.0
1883,2024,MD,Montgomery County,1047661,1772.0,1803.0,2045.0,2544.0,3015.0
1884,2024,MD,Prince George's County,910551,1772.0,1803.0,2045.0,2544.0,3015.0
1885,2024,MD,Queen Anne's County,50163,1379.0,1582.0,1943.0,2519.0,2849.0
1886,2024,MD,St. Mary's County,113182,1470.0,1492.0,1755.0,2277.0,2662.0
1887,2024,MD,Somerset County,25699,832.0,837.0,1100.0,1458.0,1465.0
1888,2024,MD,Talbot County,37087,1196.0,1229.0,1380.0,1945.0,2342.0
1889,2024,MD,Washington County,150575,830.0,932.0,1225.0,1713.0,1889.0
1890,2024,MD,Wicomico County,103222,991.0,998.0,1311.0,1739.0,1746.0
1891,2024,MD,Worcester County,51967,993.0,1020.0,1145.0,1614.0,1797.0
1892,2024,MD,Baltimore city,602274,1379.0,1582.0,1943.0,2519.0,2849.0
1893,2024,MA,Barnstable County,44497,1486.0,1585.0,2082.0,2541.0,2897.0
1894,2024,MA,Barnstable County,19819,1486.0,1585.0,2082.0,2541.0,2897.0
1895,2024,MA,Barnstable County,9811,1486.0,1585.0,2082.0,2541.0,2897.0
1896,2024,MA,Barnstable County,6009,1486.0,1585.0,2082.0,2541.0,2897.0
1897,2024,MA,Barnstable County,13927,1486.0,1585.0,2082.0,2541.0,2897.0
1898,2024,MA,Barnstable County,4896,1486.0,1585.0,2082.0,2541.0,2897.0
1899,2024,MA,Barnstable County,31104,1486.0,1585.0,2082.0,2541.0,2897.0
1900,2024,MA,Barnstable County,12168,1486.0,1585.0,2082.0,2541.0,2897.0
1901,2024,MA,Barnstable County,14204,1486.0,1585.0,2082.0,2541.0,2897.0
1902,2024,MA,Barnstable County,5812,1486.0,1585.0,2082.0,2541.0,2897.0
1903,2024,MA,Barnstable County,2972,1486.0,1585.0,2082.0,2541.0,2897.0
1904,2024,MA,Barnstable County,20256,1486.0,1585.0,2082.0,2541.0,2897.0
1905,2024,MA,Barnstable County,1076,1486.0,1585.0,2082.0,2541.0,2897.0
1906,2024,MA,Barnstable County,3662,1486.0,1585.0,2082.0,2541.0,2897.0
1907,2024,MA,Barnstable County,23292,1486.0,1585.0,2082.0,2541.0,2897.0
1908,2024,MA,Berkshire County,8084,950.0,1100.0,1402.0,1807.0,1867.0
1909,2024,MA,Berkshire County,411,983.0,1104.0,1451.0,1754.0,2396.0
1910,2024,MA,Berkshire County,2012,983.0,1104.0,1451.0,1754.0,2396.0
1911,2024,MA,Berkshire County,3138,950.0,1100.0,1402.0,1807.0,1867.0
1912,2024,MA,Berkshire County,1779,983.0,1104.0,1451.0,1754.0,2396.0
1913,2024,MA,Berkshire County,6573,950.0,1100.0,1402.0,1807.0,1867.0
1914,2024,MA,Berkshire County,1473,983.0,1104.0,1451.0,1754.0,2396.0
1915,2024,MA,Berkshire County,742,983.0,1104.0,1451.0,1754.0,2396.0
1916,2024,MA,Berkshire County,6930,983.0,1104.0,1451.0,1754.0,2396.0
1917,2024,MA,Berkshire County,657,983.0,1104.0,1451.0,1754.0,2396.0
1918,2024,MA,Berkshire County,1721,950.0,1100.0,1402.0,1807.0,1867.0
1919,2024,MA,Berkshire County,2961,950.0,1100.0,1402.0,1807.0,1867.0
1920,2024,MA,Berkshire County,5705,950.0,1100.0,1402.0,1807.0,1867.0
1921,2024,MA,Berkshire County,4964,950.0,1100.0,1402.0,1807.0,1867.0
1922,2024,MA,Berkshire County,723,983.0,1104.0,1451.0,1754.0,2396.0
1923,2024,MA,Berkshire County,136,983.0,1104.0,1451.0,1754.0,2396.0
1924,2024,MA,Berkshire County,243,983.0,1104.0,1451.0,1754.0,2396.0
1925,2024,MA,Berkshire County,1498,983.0,1104.0,1451.0,1754.0,2396.0
1926,2024,MA,Berkshire County,12897,983.0,1104.0,1451.0,1754.0,2396.0
1927,2024,MA,Berkshire County,1423,983.0,1104.0,1451.0,1754.0,2396.0
1928,2024,MA,Berkshire County,732,983.0,1104.0,1451.0,1754.0,2396.0
1929,2024,MA,Berkshire County,42514,950.0,1100.0,1402.0,1807.0,1867.0
1930,2024,MA,Berkshire County,1404,950.0,1100.0,1402.0,1807.0,1867.0
1931,2024,MA,Berkshire County,891,983.0,1104.0,1451.0,1754.0,2396.0
1932,2024,MA,Berkshire County,701,983.0,1104.0,1451.0,1754.0,2396.0
1933,2024,MA,Berkshire County,3146,983.0,1104.0,1451.0,1754.0,2396.0
1934,2024,MA,Berkshire County,1837,950.0,1100.0,1402.0,1807.0,1867.0
1935,2024,MA,Berkshire County,513,983.0,1104.0,1451.0,1754.0,2396.0
1936,2024,MA,Berkshire County,487,983.0,1104.0,1451.0,1754.0,2396.0
1937,2024,MA,Berkshire County,1172,983.0,1104.0,1451.0,1754.0,2396.0
1938,2024,MA,Berkshire County,7522,983.0,1104.0,1451.0,1754.0,2396.0
1939,2024,MA,Berkshire County,938,983.0,1104.0,1451.0,1754.0,2396.0
1940,2024,MA,Bristol County,10589,1027.0,1205.0,1463.0,1769.0,2049.0
1941,2024,MA,Bristol County,45023,1289.0,1398.0,1693.0,2047.0,2536.0
1942,2024,MA,Bristol County,6801,1245.0,1398.0,1837.0,2319.0,2482.0
1943,2024,MA,Bristol County,34062,1027.0,1205.0,1463.0,1769.0,2049.0
1944,2024,MA,Bristol County,7845,1245.0,1398.0,1837.0,2319.0,2482.0
1945,2024,MA,Bristol County,24860,1890.0,1903.0,2500.0,3023.0,3747.0
1946,2024,MA,Bristol County,16072,1027.0,1205.0,1463.0,1769.0,2049.0
1947,2024,MA,Bristol County,89618,1289.0,1398.0,1693.0,2047.0,2536.0
1948,2024,MA,Bristol County,9364,1027.0,1205.0,1463.0,1769.0,2049.0
1949,2024,MA,Bristol County,24145,1245.0,1398.0,1837.0,2319.0,2482.0
1950,2024,MA,Bristol County,95355,1027.0,1205.0,1463.0,1769.0,2049.0
1951,2024,MA,Bristol County,29281,1289.0,1398.0,1693.0,2047.0,2536.0
1952,2024,MA,Bristol County,19874,1245.0,1398.0,1837.0,2319.0,2482.0
1953,2024,MA,Bristol County,14346,1890.0,1903.0,2500.0,3023.0,3747.0
1954,2024,MA,Bristol County,12285,1289.0,1398.0,1693.0,2047.0,2536.0
1955,2024,MA,Bristol County,15613,1289.0,1398.0,1693.0,2047.0,2536.0
1956,2024,MA,Bristol County,18160,1289.0,1398.0,1693.0,2047.0,2536.0
1957,2024,MA,Bristol County,16692,1289.0,1398.0,1693.0,2047.0,2536.0
1958,2024,MA,Bristol County,57327,1245.0,1398.0,1837.0,2319.0,2482.0
1959,2024,MA,Bristol County,15989,1289.0,1398.0,1693.0,2047.0,2536.0
1960,2024,MA,Dukes County,675,1690.0,1886.0,2156.0,2911.0,2922.0
1961,2024,MA,Dukes County,1330,1690.0,1886.0,2156.0,2911.0,2922.0
1962,2024,MA,Dukes County,4358,1690.0,1886.0,2156.0,2911.0,2922.0
1963,2024,MA,Dukes County,37,1690.0,1886.0,2156.0,2911.0,2922.0
1964,2024,MA,Dukes County,4701,1690.0,1886.0,2156.0,2911.0,2922.0
1965,2024,MA,Dukes County,4132,1690.0,1886.0,2156.0,2911.0,2922.0
1966,2024,MA,Dukes County,2197,1690.0,1886.0,2156.0,2911.0,2922.0
1967,2024,MA,Essex County,17474,2212.0,2377.0,2827.0,3418.0,3765.0
1968,2024,MA,Essex County,36098,1299.0,1483.0,1917.0,2329.0,2553.0
1969,2024,MA,Essex County,42062,2212.0,2377.0,2827.0,3418.0,3765.0
1970,2024,MA,Essex County,8316,1299.0,1483.0,1917.0,2329.0,2553.0
1971,2024,MA,Essex County,27549,2212.0,2377.0,2827.0,3418.0,3765.0
1972,2024,MA,Essex County,3771,2212.0,2377.0,2827.0,3418.0,3765.0
1973,2024,MA,Essex County,8733,1299.0,1483.0,1917.0,2329.0,2553.0
1974,2024,MA,Essex County,30291,2212.0,2377.0,2827.0,3418.0,3765.0
1975,2024,MA,Essex County,6815,1299.0,1483.0,1917.0,2329.0,2553.0
1976,2024,MA,Essex County,8048,2212.0,2377.0,2827.0,3418.0,3765.0
1977,2024,MA,Essex County,63783,1299.0,1483.0,1917.0,2329.0,2553.0
1978,2024,MA,Essex County,14022,2212.0,2377.0,2827.0,3418.0,3765.0
1979,2024,MA,Essex County,80022,1299.0,1483.0,1917.0,2329.0,2553.0
1980,2024,MA,Essex County,94201,2212.0,2377.0,2827.0,3418.0,3765.0
1981,2024,MA,Essex County,12968,2212.0,2377.0,2827.0,3418.0,3765.0
1982,2024,MA,Essex County,5400,2212.0,2377.0,2827.0,3418.0,3765.0
1983,2024,MA,Essex County,20530,2212.0,2377.0,2827.0,3418.0,3765.0
1984,2024,MA,Essex County,6926,1299.0,1483.0,1917.0,2329.0,2553.0
1985,2024,MA,Essex County,50518,1299.0,1483.0,1917.0,2329.0,2553.0
1986,2024,MA,Essex County,9952,2212.0,2377.0,2827.0,3418.0,3765.0
1987,2024,MA,Essex County,3512,2212.0,2377.0,2827.0,3418.0,3765.0
1988,2024,MA,Essex County,7106,2212.0,2377.0,2827.0,3418.0,3765.0
1989,2024,MA,Essex County,18197,2212.0,2377.0,2827.0,3418.0,3765.0
1990,2024,MA,Essex County,31262,1299.0,1483.0,1917.0,2329.0,2553.0
1991,2024,MA,Essex County,53004,2212.0,2377.0,2827.0,3418.0,3765.0
1992,2024,MA,Essex County,7269,2212.0,2377.0,2827.0,3418.0,3765.0
1993,2024,MA,Essex County,6375,2212.0,2377.0,2827.0,3418.0,3765.0
1994,2024,MA,Essex County,43350,2212.0,2377.0,2827.0,3418.0,3765.0
1995,2024,MA,Essex County,9465,2212.0,2377.0,2827.0,3418.0,3765.0
1996,2024,MA,Essex County,28326,2212.0,2377.0,2827.0,3418.0,3765.0
1997,2024,MA,Essex County,15184,2212.0,2377.0,2827.0,3418.0,3765.0
1998,2024,MA,Essex County,6613,2212.0,2377.0,2827.0,3418.0,3765.0
1999,2024,MA,Essex County,5208,2212.0,2377.0,2827.0,3418.0,3765.0
2000,2024,MA,Essex County,4688,1299.0,1483.0,1917.0,2329.0,2553.0
2001,2024,MA,Franklin County,1793,986.0,1107.0,1454.0,1766.0,2052.0
2002,2024,MA,Franklin County,2014,986.0,1107.0,1454.0,1766.0,2052.0
2003,2024,MA,Franklin County,2063,986.0,1107.0,1454.0,1766.0,2052.0
2004,2024,MA,Franklin County,1090,986.0,1107.0,1454.0,1766.0,2052.0
2005,2024,MA,Franklin County,1772,986.0,1107.0,1454.0,1766.0,2052.0
2006,2024,MA,Franklin County,1854,986.0,1107.0,1454.0,1766.0,2052.0
2007,2024,MA,Franklin County,5029,986.0,1107.0,1454.0,1766.0,2052.0
2008,2024,MA,Franklin County,1673,986.0,1107.0,1454.0,1766.0,2052.0
2009,2024,MA,Franklin County,1732,986.0,1107.0,1454.0,1766.0,2052.0
2010,2024,MA,Franklin County,17353,986.0,1107.0,1454.0,1766.0,2052.0
2011,2024,MA,Franklin County,421,986.0,1107.0,1454.0,1766.0,2052.0
2012,2024,MA,Franklin County,671,986.0,1107.0,1454.0,1766.0,2052.0
2013,2024,MA,Franklin County,1875,986.0,1107.0,1454.0,1766.0,2052.0
2014,2024,MA,Franklin County,686,986.0,1107.0,1454.0,1766.0,2052.0
2015,2024,MA,Franklin County,100,986.0,1107.0,1454.0,1766.0,2052.0
2016,2024,MA,Franklin County,8251,986.0,1107.0,1454.0,1766.0,2052.0
2017,2024,MA,Franklin County,1067,986.0,1107.0,1454.0,1766.0,2052.0
2018,2024,MA,Franklin County,2973,986.0,1107.0,1454.0,1766.0,2052.0
2019,2024,MA,Franklin County,7630,986.0,1107.0,1454.0,1766.0,2052.0
2020,2024,MA,Franklin County,445,986.0,1107.0,1454.0,1766.0,2052.0
2021,2024,MA,Franklin County,1411,986.0,1107.0,1454.0,1766.0,2052.0
2022,2024,MA,Franklin County,1885,986.0,1107.0,1454.0,1766.0,2052.0
2023,2024,MA,Franklin County,3643,986.0,1107.0,1454.0,1766.0,2052.0
2024,2024,MA,Franklin County,743,986.0,1107.0,1454.0,1766.0,2052.0
2025,2024,MA,Franklin County,867,986.0,1107.0,1454.0,1766.0,2052.0
2026,2024,MA,Franklin County,1488,986.0,1107.0,1454.0,1766.0,2052.0
2027,2024,MA,Hampden County,28627,934.0,1115.0,1375.0,1669.0,1954.0
2028,2024,MA,Hampden County,1061,934.0,1115.0,1375.0,1669.0,1954.0
2029,2024,MA,Hampden County,3663,934.0,1115.0,1375.0,1669.0,1954.0
2030,2024,MA,Hampden County,1525,934.0,1115.0,1375.0,1669.0,1954.0
2031,2024,MA,Hampden County,55186,934.0,1115.0,1375.0,1669.0,1954.0
2032,2024,MA,Hampden County,16215,934.0,1115.0,1375.0,1669.0,1954.0
2033,2024,MA,Hampden County,1703,934.0,1115.0,1375.0,1669.0,1954.0
2034,2024,MA,Hampden County,5174,934.0,1115.0,1375.0,1669.0,1954.0
2035,2024,MA,Hampden County,2492,934.0,1115.0,1375.0,1669.0,1954.0
2036,2024,MA,Hampden County,40161,934.0,1115.0,1375.0,1669.0,1954.0
2037,2024,MA,Hampden County,15736,934.0,1115.0,1375.0,1669.0,1954.0
2038,2024,MA,Hampden County,21223,934.0,1115.0,1375.0,1669.0,1954.0
2039,2024,MA,Hampden County,8775,934.0,1115.0,1375.0,1669.0,1954.0
2040,2024,MA,Hampden County,907,934.0,1115.0,1375.0,1669.0,1954.0
2041,2024,MA,Hampden County,12236,934.0,1115.0,1375.0,1669.0,1954.0
2042,2024,MA,Hampden County,1524,934.0,1115.0,1375.0,1669.0,1954.0
2043,2024,MA,Hampden County,9722,934.0,1115.0,1375.0,1669.0,1954.0
2044,2024,MA,Hampden County,153677,934.0,1115.0,1375.0,1669.0,1954.0
2045,2024,MA,Hampden County,467,934.0,1115.0,1375.0,1669.0,1954.0
2046,2024,MA,Hampden County,2087,934.0,1115.0,1375.0,1669.0,1954.0
2047,2024,MA,Hampden County,41303,934.0,1115.0,1375.0,1669.0,1954.0
2048,2024,MA,Hampden County,28527,934.0,1115.0,1375.0,1669.0,1954.0
2049,2024,MA,Hampden County,14656,934.0,1115.0,1375.0,1669.0,1954.0
2050,2024,MA,Hampshire County,39995,934.0,1115.0,1375.0,1669.0,1954.0
2051,2024,MA,Hampshire County,15080,934.0,1115.0,1375.0,1669.0,1954.0
2052,2024,MA,Hampshire County,1189,934.0,1115.0,1375.0,1669.0,1954.0
2053,2024,MA,Hampshire County,1003,934.0,1115.0,1375.0,1669.0,1954.0
2054,2024,MA,Hampshire County,15930,934.0,1115.0,1375.0,1669.0,1954.0
2055,2024,MA,Hampshire County,880,934.0,1115.0,1375.0,1669.0,1954.0
2056,2024,MA,Hampshire County,6310,934.0,1115.0,1375.0,1669.0,1954.0
2057,2024,MA,Hampshire County,5328,934.0,1115.0,1375.0,1669.0,1954.0
2058,2024,MA,Hampshire County,3271,934.0,1115.0,1375.0,1669.0,1954.0
2059,2024,MA,Hampshire County,2170,934.0,1115.0,1375.0,1669.0,1954.0
2060,2024,MA,Hampshire County,363,934.0,1115.0,1375.0,1669.0,1954.0
2061,2024,MA,Hampshire County,28552,934.0,1115.0,1375.0,1669.0,1954.0
2062,2024,MA,Hampshire County,1348,934.0,1115.0,1375.0,1669.0,1954.0
2063,2024,MA,Hampshire County,688,934.0,1115.0,1375.0,1669.0,1954.0
2064,2024,MA,Hampshire County,6169,934.0,1115.0,1375.0,1669.0,1954.0
2065,2024,MA,Hampshire County,17715,934.0,1115.0,1375.0,1669.0,1954.0
2066,2024,MA,Hampshire County,9821,934.0,1115.0,1375.0,1669.0,1954.0
2067,2024,MA,Hampshire County,1711,934.0,1115.0,1375.0,1669.0,1954.0
2068,2024,MA,Hampshire County,2638,934.0,1115.0,1375.0,1669.0,1954.0
2069,2024,MA,Hampshire County,1200,934.0,1115.0,1375.0,1669.0,1954.0
2070,2024,MA,Middlesex County,23634,2212.0,2377.0,2827.0,3418.0,3765.0
2071,2024,MA,Middlesex County,45379,2212.0,2377.0,2827.0,3418.0,3765.0
2072,2024,MA,Middlesex County,3211,2212.0,2377.0,2827.0,3418.0,3765.0
2073,2024,MA,Middlesex County,17787,2212.0,2377.0,2827.0,3418.0,3765.0
2074,2024,MA,Middlesex County,8158,2212.0,2377.0,2827.0,3418.0,3765.0
2075,2024,MA,Middlesex County,14136,2212.0,2377.0,2827.0,3418.0,3765.0
2076,2024,MA,Middlesex County,26158,2212.0,2377.0,2827.0,3418.0,3765.0
2077,2024,MA,Middlesex County,43274,1369.0,1518.0,1995.0,2412.0,2657.0
2078,2024,MA,Middlesex County,5677,2212.0,2377.0,2827.0,3418.0,3765.0
2079,2024,MA,Middlesex County,28077,2212.0,2377.0,2827.0,3418.0,3765.0
2080,2024,MA,Middlesex County,117822,2212.0,2377.0,2827.0,3418.0,3765.0
2081,2024,MA,Middlesex County,5232,2212.0,2377.0,2827.0,3418.0,3765.0
2082,2024,MA,Middlesex County,35239,1369.0,1518.0,1995.0,2412.0,2657.0
2083,2024,MA,Middlesex County,18950,2212.0,2377.0,2827.0,3418.0,3765.0
2084,2024,MA,Middlesex County,31458,1369.0,1518.0,1995.0,2412.0,2657.0
2085,2024,MA,Middlesex County,3374,1369.0,1518.0,1995.0,2412.0,2657.0
2086,2024,MA,Middlesex County,46275,2212.0,2377.0,2827.0,3418.0,3765.0
2087,2024,MA,Middlesex County,72846,2212.0,2377.0,2827.0,3418.0,3765.0
2088,2024,MA,Middlesex County,11322,1369.0,1518.0,1995.0,2412.0,2657.0
2089,2024,MA,Middlesex County,14792,2212.0,2377.0,2827.0,3418.0,3765.0
2090,2024,MA,Middlesex County,18030,2212.0,2377.0,2827.0,3418.0,3765.0
2091,2024,MA,Middlesex County,19863,2212.0,2377.0,2827.0,3418.0,3765.0
2092,2024,MA,Middlesex County,33304,2212.0,2377.0,2827.0,3418.0,3765.0
2093,2024,MA,Middlesex County,6868,2212.0,2377.0,2827.0,3418.0,3765.0
2094,2024,MA,Middlesex County,10152,2212.0,2377.0,2827.0,3418.0,3765.0
2095,2024,MA,Middlesex County,111311,1369.0,1518.0,1995.0,2412.0,2657.0
2096,2024,MA,Middlesex County,60710,2212.0,2377.0,2827.0,3418.0,3765.0
2097,2024,MA,Middlesex County,39663,2212.0,2377.0,2827.0,3418.0,3765.0
2098,2024,MA,Middlesex County,10900,2212.0,2377.0,2827.0,3418.0,3765.0
2099,2024,MA,Middlesex County,58290,2212.0,2377.0,2827.0,3418.0,3765.0
2100,2024,MA,Middlesex County,28054,2212.0,2377.0,2827.0,3418.0,3765.0
2101,2024,MA,Middlesex County,36044,2212.0,2377.0,2827.0,3418.0,3765.0
2102,2024,MA,Middlesex County,88322,2212.0,2377.0,2827.0,3418.0,3765.0
2103,2024,MA,Middlesex County,15672,2212.0,2377.0,2827.0,3418.0,3765.0
2104,2024,MA,Middlesex County,12113,1369.0,1518.0,1995.0,2412.0,2657.0
2105,2024,MA,Middlesex County,25236,2212.0,2377.0,2827.0,3418.0,3765.0
2106,2024,MA,Middlesex County,4324,2212.0,2377.0,2827.0,3418.0,3765.0
2107,2024,MA,Middlesex County,7616,2212.0,2377.0,2827.0,3418.0,3765.0
2108,2024,MA,Middlesex County,81175,2212.0,2377.0,2827.0,3418.0,3765.0
2109,2024,MA,Middlesex County,23625,2212.0,2377.0,2827.0,3418.0,3765.0
2110,2024,MA,Middlesex County,7159,2212.0,2377.0,2827.0,3418.0,3765.0
2111,2024,MA,Middlesex County,19248,2212.0,2377.0,2827.0,3418.0,3765.0
2112,2024,MA,Middlesex County,31154,1369.0,1518.0,1995.0,2412.0,2657.0
2113,2024,MA,Middlesex County,9497,2212.0,2377.0,2827.0,3418.0,3765.0
2114,2024,MA,Middlesex County,12442,1369.0,1518.0,1995.0,2412.0,2657.0
2115,2024,MA,Middlesex County,27041,2212.0,2377.0,2827.0,3418.0,3765.0
2116,2024,MA,Middlesex County,62597,2212.0,2377.0,2827.0,3418.0,3765.0
2117,2024,MA,Middlesex County,35749,2212.0,2377.0,2827.0,3418.0,3765.0
2118,2024,MA,Middlesex County,13823,2212.0,2377.0,2827.0,3418.0,3765.0
2119,2024,MA,Middlesex County,24566,1369.0,1518.0,1995.0,2412.0,2657.0
2120,2024,MA,Middlesex County,12103,2212.0,2377.0,2827.0,3418.0,3765.0
2121,2024,MA,Middlesex County,23390,2212.0,2377.0,2827.0,3418.0,3765.0
2122,2024,MA,Middlesex County,22760,2212.0,2377.0,2827.0,3418.0,3765.0
